CO,NO2,O3,PM10,PM2.5,SO2
0.4238488991651181,-0.15930579766799408,0.4687352417236134,5.756434952873635,-5.1477535729856e-17,1.5227163069427
0.4425340637648931,-0.15930579766799408,0.40984840614891127,5.798972094736041,-5.1477535729856e-17,1.345209343132987
0.27436758236691816,-0.4109964078836447,0.5276220772983156,5.160914966799944,-5.1477535729856e-17,0.8126884517038474
0.1809417593680434,-0.5787901480274119,0.5865089128730178,4.4803206970014395,-5.1477535729856e-17,0.5464280059892777
-0.06196538042903133,-0.6626870180992954,0.5276220772983156,3.7997264272029354,-5.1477535729856e-17,0.36892104217956445
-0.11802087422835632,-0.5787901480274119,0.4687352417236134,2.9915207318172117,-5.1477535729856e-17,0.40442243494150715
0.012775277970068444,0.00848794247577308,-0.0023594428740038565,2.6086864550555524,-5.1477535729856e-17,0.4221731313224784
0.08751593636916843,-0.07540892759611048,-0.12013311402340818,2.651223596917959,-5.1477535729856e-17,0.5464280059892777
0.05014560716961843,-0.24320266773987764,-0.0023594428740038565,2.948983589954805,-5.1477535729856e-17,0.5996800951321916
0.06883077176939344,-0.15930579766799408,-0.0023594428740038565,2.948983589954805,-5.1477535729856e-17,0.4399238277034498
-0.02459505122948134,-0.32709953781176115,0.35096157057420907,2.4810750294683332,-5.1477535729856e-17,0.31566895303665055
-0.0993357096285813,-0.4109964078836447,0.5865089128730178,2.140777894569081,-5.1477535729856e-17,0.1914140783698513
-0.1740763680276813,-0.4948932779555283,0.704282584022422,1.7579436178074221,-5.1477535729856e-17,0.04940850732208082
-0.2675021910265562,-0.6626870180992954,0.8220562551718263,1.4601836247705766,-5.1477535729856e-17,-0.02159427820180451
-0.2861873556263312,-0.4948932779555283,0.5865089128730178,1.332572199183357,-5.1477535729856e-17,-0.07484636734471843
-0.2675021910265562,-0.4109964078836447,0.40984840614891127,1.0348122061465115,-5.1477535729856e-17,-0.07484636734471843
-0.21144669722723117,-0.32709953781176115,0.2331878994248048,0.8221264968344789,-5.1477535729856e-17,-0.03934497458277576
-0.19276153262745618,-0.15930579766799408,0.11541422827540046,0.6519779293848529,-5.1477535729856e-17,-0.07484636734471843
-0.21144669722723117,0.00848794247577308,-0.0023594428740038565,0.3542179363480073,-5.1477535729856e-17,-0.03934497458277576
-0.1553912034279063,0.2601785526914238,-0.29679362074751464,0.14153222703597468,-5.1477535729856e-17,-0.02159427820180451
-0.08065054502880632,0.42797229283519095,-0.5323409630463233,0.14153222703597468,-5.1477535729856e-17,-0.18135054563054634
-0.2488170264267812,0.09238481254765665,-0.414567291896919,0.05645794331116167,-5.1477535729856e-17,-0.1991012420115177
-0.3048725202261061,-0.07540892759611048,-0.35568045632221684,-0.07115348227605788,-5.1477535729856e-17,-0.21685193839248892
-0.39829834322498103,-0.32709953781176115,-0.17901994959811032,0.013920801448755151,-5.1477535729856e-17,-0.21685193839248892
-0.49172416622385595,-0.6794663921136721,0.11541422827540046,0.013920801448755151,-5.1477535729856e-17,-0.3233561166783168
-0.5664648246229559,-0.8808188802861927,0.35096157057420907,-0.1562277660008709,-5.1477535729856e-17,-0.3411068130592882
-0.6038351538225059,-0.9982744983868297,0.40984840614891127,-0.2838391915880904,-5.1477535729856e-17,-0.3233561166783168
-0.6225203184222808,-1.0821713684587133,0.4687352417236134,-0.1987649078632774,-5.1477535729856e-17,-0.3233561166783168
-0.5851499892227309,-0.9898848113796413,0.35096157057420907,-0.1987649078632774,-5.1477535729856e-17,-0.30560542029734555
-0.5104093308236309,-0.7633632621855556,0.11541422827540046,-0.1987649078632774,-5.1477535729856e-17,-0.3411068130592882
-0.47303900162408097,-0.32709953781176115,-0.23790678517281247,-0.1136906241384644,-5.1477535729856e-17,-0.3411068130592882
-0.19276153262745618,0.09238481254765665,-0.5323409630463233,0.05645794331116167,-5.1477535729856e-17,-0.3233561166783168
-0.2861873556263312,-0.07540892759611048,-0.29679362074751464,0.1840693688983812,-5.1477535729856e-17,-0.3233561166783168
-0.3609280140254311,-0.4109964078836447,-0.06124627844870602,0.1840693688983812,-5.1477535729856e-17,-0.3233561166783168
-0.43566867242453094,-0.7298045141568024,0.2331878994248048,0.26914365262319423,-5.1477535729856e-17,-0.3411068130592882
-0.45435383702430593,-0.6794663921136721,0.2920747349995069,0.26914365262319423,-5.1477535729856e-17,-0.3233561166783168
-0.41698350782475596,-0.6878560791208606,0.35096157057420907,0.05645794331116167,-5.1477535729856e-17,-0.3411068130592882
-0.47303900162408097,-0.7801426361999325,0.5276220772983156,0.013920801448755151,-5.1477535729856e-17,-0.3233561166783168
-0.43566867242453094,-0.5787901480274119,0.40984840614891127,0.14153222703597468,-5.1477535729856e-17,-0.3233561166783168
-0.41698350782475596,-0.4948932779555283,0.2920747349995069,0.05645794331116167,-5.1477535729856e-17,-0.3411068130592882
-0.3422428494256561,-0.24320266773987764,0.0565273927006983,-0.1562277660008709,-5.1477535729856e-17,-0.3588575094402595
-0.1553912034279063,0.1762816826195402,-0.23790678517281247,-0.1136906241384644,-5.1477535729856e-17,-0.3411068130592882
-0.08065054502880632,0.3440754227633074,-0.35568045632221684,-0.1987649078632774,-5.1477535729856e-17,-0.3588575094402595
-0.19276153262745618,0.2601785526914238,-0.29679362074751464,-0.36891347531290347,-5.1477535729856e-17,-0.3411068130592882
-0.21144669722723117,0.1762816826195402,-0.35568045632221684,-0.5390620427625296,-5.1477535729856e-17,-0.3588575094402595
-0.21144669722723117,0.2601785526914238,-0.29679362074751464,-0.581599184624936,-5.1477535729856e-17,-0.3588575094402595
-0.23013186182700618,0.09238481254765665,-0.29679362074751464,-0.5390620427625296,-5.1477535729856e-17,-0.3766082058212308
-0.3422428494256561,-0.15930579766799408,-0.12013311402340818,-0.5390620427625296,-5.1477535729856e-17,-0.39435890220220216
-0.43566867242453094,-0.4948932779555283,0.11541422827540046,-0.6241363264873425,-5.1477535729856e-17,-0.3766082058212308
-0.5104093308236309,-0.7381942011639907,0.2331878994248048,-0.666673468349749,-5.1477535729856e-17,-0.2523533311544316
-0.6038351538225059,-0.8053116972214974,0.2920747349995069,-0.8368220357993751,-5.1477535729856e-17,-0.21685193839248892
-0.6972609768213808,-0.9479363763436996,0.40984840614891127,-0.8793591776617816,-5.1477535729856e-17,-0.28785472391637423
-0.6598906476218308,-0.9563260633508879,0.35096157057420907,-0.7517477520745621,-5.1477535729856e-17,-0.30560542029734555
-0.6785758122216057,-0.9311570023293227,0.4687352417236134,-0.8368220357993751,-5.1477535729856e-17,-0.28785472391637423
-0.6038351538225059,-0.5787901480274119,0.17430106385010263,-0.8368220357993751,-5.1477535729856e-17,-0.3233561166783168
-0.2675021910265562,-0.07540892759611048,-0.12013311402340818,-0.6241363264873425,-5.1477535729856e-17,-0.28785472391637423
-0.2675021910265562,-0.07540892759611048,-0.12013311402340818,-0.581599184624936,-5.1477535729856e-17,-0.2523533311544316
-0.21144669722723117,0.00848794247577308,-0.12013311402340818,-0.5390620427625296,-5.1477535729856e-17,-0.2523533311544316
-0.2861873556263312,-0.15930579766799408,-0.0023594428740038565,-0.41145061717530995,-5.1477535729856e-17,-0.23460263477346027
-0.3609280140254311,-0.32709953781176115,0.2331878994248048,-0.6241363264873425,-5.1477535729856e-17,-0.2523533311544316
-0.41698350782475596,-0.5787901480274119,0.5865089128730178,-0.7942848939369686,-5.1477535729856e-17,-0.23460263477346027
-0.3609280140254311,-0.4109964078836447,0.5276220772983156,-0.666673468349749,-5.1477535729856e-17,-0.2523533311544316
-0.3048725202261061,-0.24320266773987764,0.35096157057420907,-0.6241363264873425,-5.1477535729856e-17,-0.23460263477346027
-0.19276153262745618,0.1762816826195402,-0.06124627844870602,-0.5390620427625296,-5.1477535729856e-17,-0.2523533311544316
-0.04328021582925634,0.42797229283519095,-0.35568045632221684,-0.5390620427625296,-5.1477535729856e-17,-0.1991012420115177
0.6107005451628679,1.4347347336977936,-1.0623224832186426,-0.36891347531290347,-5.1477535729856e-17,-0.18135054563054634
0.5920153805630929,1.2669409935540266,-1.0623224832186426,-0.1562277660008709,-5.1477535729856e-17,-0.1991012420115177
0.8536076849599425,1.6025284738415608,-1.3037585090749215,-0.1987649078632774,-5.1477535729856e-17,-0.14584915286860367
0.648070874362418,1.4347347336977936,-1.3214245597473324,-0.1987649078632774,-5.1477535729856e-17,-0.12809845648763235
0.3117379115664682,0.9313535132664923,-1.174207470810577,-0.41145061717530995,-5.1477535729856e-17,-0.18135054563054634
0.648070874362418,1.0991472534102593,-1.3508679775346835,-0.581599184624936,-5.1477535729856e-17,-0.16359984924957502
1.5262736105518415,1.0991472534102593,-1.6394134718507238,0.09899508517356817,-5.1477535729856e-17,0.3334196494176218
0.8909780141594926,0.9313535132664923,-1.6511908389656644,0.737052213109666,-5.1477535729856e-17,0.22691547113179397
0.4238488991651181,0.8474566431946088,-1.668856889638075,0.5243665037976334,-5.1477535729856e-17,-0.09259706372568977
0.4051637345653431,0.6796629030508416,-1.6747455731955452,0.48182936193522685,-5.1477535729856e-17,-0.12809845648763235
